Frame,FrameTime_ms,Spheres
1,4.2864,10
2,2.5329,10
3,9.2383,10
4,2.1275,10
5,1.5209,10
6,2.0967,10
7,1.0691,10
8,0.8172,10
9,0.7574,10
10,0.7345,10
11,1.1943,10
12,0.9326,10
13,2.7961,10
14,0.9065,10
15,0.658,10
16,0.6308,10
17,0.8099,10
18,0.7219,10
19,0.7109,10
20,0.899,10
21,1.3287,10
22,0.7896,10
23,0.6661,10
24,0.8195,10
25,0.9719,10
26,0.746,10
27,0.7475,10
28,0.8571,10
29,0.7966,10
30,0.7606,10
31,0.7552,10
32,0.682,10
33,0.6398,10
34,2.2747,10
35,4.2852,10
36,0.6673,10
37,0.9557,10
38,0.7516,10
39,0.6817,10
40,0.7106,10
41,0.6823,10
42,0.6553,10
43,0.6398,10
44,1.4761,10
45,0.9644,10
46,0.7269,10
47,0.7068,10
48,0.5932,10
49,0.7604,10
50,0.8578,10
51,0.7024,10
52,0.7278,10
53,0.795,10
54,1.438,10
55,0.7533,10
56,0.7307,10
57,0.6527,10
58,0.739,10
59,0.8298,10
60,0.5364,10
61,0.5754,10
62,0.6811,10
63,0.7062,10
64,0.7246,10
65,1.5565,10
66,0.9776,10
67,0.8039,10
68,0.8126,10
69,0.6034,10
70,0.628,10
71,0.7567,10
72,0.6229,10
73,0.5953,10
74,0.9597,10
75,0.8495,10
76,0.7207,10
77,0.7765,10
78,0.7201,10
79,0.73,10
80,0.6341,10
81,0.7124,10
82,0.7266,10
83,0.7286,10
84,0.7046,10
85,1.4166,10
86,0.5536,10
87,0.8441,10
88,0.7041,10
89,0.7358,10
90,0.6247,10
91,0.6853,10
92,0.6992,10
93,0.6722,10
94,0.9616,10
95,0.655,10
96,0.6774,10
97,0.6402,10
98,0.6302,10
99,1.0146,10
100,1.0409,10
101,0.6618,10
102,0.6726,10
103,0.8246,10
104,0.6825,10
105,0.7166,10
106,0.688,10
107,0.6427,10
108,1.6285,10
109,1.0061,10
110,0.7489,10
111,0.6773,10
112,0.7991,10
113,1.0225,10
114,0.8329,10
115,0.8408,10
116,0.9,10
117,0.8713,10
118,0.7412,10
119,0.6578,10
120,0.6825,10
121,0.7106,10
122,0.7004,10
123,0.7439,10
124,0.678,10
125,0.6916,10
126,0.6432,10
127,0.6567,10
128,0.7009,10
129,0.7612,10
130,1.3788,10
131,0.7038,10
132,0.7582,10
133,0.7897,10
134,0.6704,10
135,0.6801,10
136,0.6809,10
137,0.6685,10
138,0.6608,10
139,0.5929,10
140,0.6604,10
141,0.7584,10
142,0.5609,10
143,0.6024,10
144,0.6677,10
145,0.7288,10
146,0.719,10
147,0.7728,10
148,0.7125,10
149,0.6955,10
150,1.2698,10
151,0.6356,10
152,0.6428,10
153,0.733,10
154,1.0134,10
155,0.6531,10
156,0.6604,10
157,0.6605,10
158,0.7703,10
159,0.6694,10
160,0.6083,10
161,0.7102,10
162,0.8621,10
163,0.8718,10
164,0.7685,10
165,0.8271,10
166,0.7526,10
167,1.0319,10
168,0.793,10
169,0.6746,10
170,0.7638,10
171,0.6737,10
172,0.7434,10
173,0.7179,10
174,1.1731,10
175,0.7435,10
176,0.6682,10
177,0.6651,10
178,0.6654,10
179,0.6766,10
180,0.6749,10
181,0.6327,10
182,0.5864,10
183,0.7673,10
184,2.1607,10
185,0.7536,10
186,0.7251,10
187,0.7366,10
188,0.6752,10
189,0.6984,10
190,0.8996,10
191,0.7189,10
192,0.6007,10
193,0.8287,10
194,0.6366,10
195,0.6439,10
196,0.6201,10
197,0.6626,10
198,0.6643,10
199,0.5868,10
200,0.6304,10
201,0.6605,10
202,0.4891,10
203,0.6358,10
204,1.2609,10
205,0.7503,10
206,0.6838,10
207,1.0414,10
208,0.6886,10
209,0.7385,10
210,0.7787,10
211,0.8769,10
212,0.7521,10
213,0.7268,10
214,0.6693,10
215,0.7936,10
216,0.7118,10
217,0.7315,10
218,0.6627,10
219,0.7149,10
220,0.6318,10
221,0.6186,10
222,0.6325,10
223,0.6738,10
224,0.6448,10
225,1.4098,10
226,0.6759,10
227,0.5629,10
228,0.5503,10
229,0.6965,10
230,0.6506,10
231,0.5506,10
232,0.6694,10
233,0.8116,10
234,0.7436,10
235,0.7047,10
236,0.7079,10
237,0.7347,10
238,0.8549,10
239,0.7052,10
240,0.7635,10
241,0.592,10
242,0.6254,10
243,0.6957,10
244,0.6471,10
245,0.7043,10
246,0.6703,10
247,0.9712,10
248,0.7166,10
249,0.7627,10
250,0.6657,10
251,0.7053,10
252,0.7968,10
253,0.6874,10
254,0.689,10
255,0.6052,10
256,0.9256,10
257,0.6959,10
258,0.7146,10
259,0.6588,10
260,0.6174,10
261,0.7233,10
262,0.7215,10
263,0.5933,10
264,0.6838,10
265,0.7046,10
266,0.6483,10
267,0.6207,10
268,0.7023,10
269,0.9504,10
270,0.7218,10
271,0.7147,10
272,0.6803,10
273,0.6267,10
274,0.7504,10
275,0.7937,10
276,0.75,10
277,0.6189,10
278,0.7518,10
279,0.6393,10
280,0.6827,10
281,0.7302,10
282,0.6779,10
283,0.6744,10
284,1.0626,10
285,0.7221,10
286,0.653,10
287,0.6522,10
288,0.7008,10
289,0.686,10
290,0.6718,10
291,0.9522,10
292,0.715,10
293,0.7304,10
294,0.6009,10
295,0.6042,10
296,0.6638,10
297,0.6467,10
298,0.6794,10
299,0.6688,10
300,0.754,10
301,0.7187,10
302,0.6339,10
303,0.778,10
304,0.7165,10
305,0.728,10
306,0.6705,10
307,0.8177,10
308,0.758,10
309,0.6849,10
310,0.6885,10
311,0.7314,10
312,0.5943,10
313,0.5816,10
314,0.8725,10
315,0.7251,10
316,0.7364,10
317,0.6408,10
318,0.7129,10
319,0.6155,10
320,0.6972,10
321,0.657,10
322,0.6473,10
323,0.9256,10
324,0.7652,10
325,0.7075,10
326,0.7421,10
327,0.8613,10
328,0.7245,10
329,0.9931,10
330,1.0775,10
331,0.6686,10
332,0.654,10
333,0.6907,10
334,0.686,10
335,0.7231,10
336,0.6988,10
337,0.6943,10
338,0.6641,10
339,0.6768,10
340,0.6967,10
341,0.7706,10
342,0.73,10
343,0.7626,10
344,0.624,10
345,0.5864,10
346,0.6323,10
347,0.629,10
348,0.6354,10
349,0.6705,10
350,0.7832,10
351,0.6203,10
352,0.7818,10
353,0.7345,10
354,0.7538,10
355,0.6199,10
356,0.7256,10
357,0.5719,10
358,0.849,10
359,0.7676,10
360,0.7511,10
361,0.6481,10
362,0.7313,10
363,0.5248,10
364,0.5764,10
365,0.7408,10
366,0.6632,10
367,0.578,10
368,0.7163,10
369,0.6045,10
370,0.7542,10
371,0.6206,10
372,0.7037,10
373,0.7682,10
374,0.7984,10
375,0.741,10
376,0.7144,10
377,0.7819,10
378,0.7067,10
379,0.7136,10
380,0.9762,10
381,0.7801,10
382,0.5783,10
383,0.7008,10
384,0.6408,10
385,0.7164,10
386,0.6498,10
387,0.7731,10
388,0.7346,10
389,0.6404,10
390,0.5441,10
391,0.6522,10
392,0.5774,10
393,0.6695,10
394,0.7377,10
395,0.7461,10
396,0.8896,10
397,0.7827,10
398,0.7917,10
399,0.5434,10
400,0.564,10
401,0.7176,10
402,1.0448,10
403,0.7832,10
404,0.6856,10
405,0.6351,10
406,0.6831,10
407,0.7532,10
408,0.5472,10
409,0.6567,10
410,0.6638,10
411,0.6088,10
412,0.6823,10
413,0.7384,10
414,0.7148,10
415,0.5791,10
416,0.8096,10
417,0.6293,10
418,0.7023,10
419,0.7392,10
420,0.7767,10
421,0.791,10
422,0.7124,10
423,0.8341,10
424,0.7949,10
425,0.7509,10
426,0.8124,10
427,0.7295,10
428,0.6817,10
429,0.703,10
430,0.692,10
431,0.7758,10
432,0.7057,10
433,0.651,10
434,0.7174,10
435,0.6631,10
436,0.7338,10
437,0.6788,10
438,0.5915,10
439,0.8526,10
440,0.6834,10
441,0.6947,10
442,0.6122,10
443,0.6898,10
444,0.7727,10
445,0.6867,10
446,1.0925,10
447,0.8104,10
448,0.7545,10
449,0.6366,10
450,0.7375,10
451,0.6817,10
452,0.6491,10
453,0.6868,10
454,0.5629,10
455,0.6623,10
456,0.6246,10
457,0.6718,10
458,0.6664,10
459,0.7118,10
460,0.597,10
461,0.5555,10
462,0.6239,10
463,0.8838,10
464,0.6152,10
465,0.768,10
466,0.6876,10
467,0.8783,10
468,0.7741,10
469,0.6968,10
470,0.7491,10
471,0.7127,10
472,0.6396,10
473,0.5335,10
474,0.6541,10
475,0.5768,10
476,0.6405,10
477,0.6107,10
478,0.6323,10
479,0.6571,10
480,0.6306,10
481,0.6502,10
482,0.6296,10
483,0.5812,10
484,0.5785,10
485,0.6677,10
486,0.6157,10
487,0.5974,10
488,0.8513,10
489,0.6441,10
490,0.6201,10
491,0.711,10
492,0.945,10
493,0.7773,10
494,0.7487,10
495,1.1716,10
496,0.7031,10
497,0.7104,10
498,0.6674,10
499,0.6782,10
500,0.7145,10
501,0.6445,10
502,0.6692,10
503,0.6802,10
504,0.7184,10
505,0.6072,10
506,0.6509,10
507,0.6503,10
508,0.697,10
509,0.6424,10
510,0.6251,10
511,0.8024,10
512,0.6673,10
513,0.7298,10
514,0.8361,10
515,1.0296,10
516,0.5005,10
517,0.7341,10
518,0.6263,10
519,0.7765,10
520,0.6917,10
521,0.7144,10
522,0.5606,10
523,0.6477,10
524,0.6682,10
525,0.6587,10
526,0.7723,10
527,0.5958,10
528,0.7214,10
529,0.5888,10
530,0.5727,10
531,0.5833,10
532,0.6259,10
533,0.617,10
534,0.6722,10
535,0.7044,10
536,0.6644,10
537,0.9693,10
538,0.6541,10
539,0.6736,10
540,0.9025,10
541,0.6641,10
542,0.7137,10
543,0.7671,10
544,0.6347,10
545,0.7461,10
546,0.6128,10
547,0.6684,10
548,0.7456,10
549,0.5766,10
550,0.6018,10
551,0.6448,10
552,0.6994,10
553,0.6196,10
554,0.6573,10
555,0.6421,10
556,0.7168,10
557,0.6879,10
558,0.6907,10
559,0.698,10
560,1.181,10
561,0.7851,10
562,0.921,10
563,1.1069,10
564,0.5927,10
565,0.8054,10
566,0.7418,10
567,0.8838,10
568,0.6798,10
569,0.6923,10
570,0.6219,10
571,0.7193,10
572,0.6649,10
573,0.7449,10
574,0.5932,10
575,0.585,10
576,0.7356,10
577,0.6092,10
578,0.6796,10
579,0.7148,10
580,0.7984,10
581,1.373,10
582,1.0047,10
583,0.845,10
584,0.8172,10
585,0.7781,10
586,0.5993,10
587,0.7155,10
588,0.7765,10
589,0.7223,10
590,0.8141,10
591,0.7337,10
592,0.603,10
593,0.6432,10
594,0.6871,10
595,0.6817,10
596,0.6952,10
597,0.6469,10
598,0.7021,10
599,0.6161,10
600,0.6807,10
601,0.6244,10
602,0.8996,10
603,0.7207,10
604,0.6388,10
605,0.7424,10
606,0.6157,10
607,0.7703,10
608,0.7568,10
609,0.6836,10
610,0.7666,10
611,0.8208,10
612,1.0051,10
613,0.802,10
614,0.6441,10
615,0.7202,10
616,0.6422,10
617,0.749,10
618,0.6667,10
619,0.7483,10
620,0.683,10
621,0.5602,10
622,0.527,10
623,0.7462,10
624,1.0989,10
625,0.5996,10
626,0.902,10
627,0.6604,10
628,0.9982,10
629,0.7685,10
630,0.7576,10
631,0.6828,10
632,0.7049,10
633,0.6836,10
634,0.8855,10
635,0.6032,10
636,0.6819,10
637,0.7668,10
638,0.4875,10
639,0.6878,10
640,0.6612,10
641,0.7406,10
642,0.6645,10
643,0.6935,10
644,0.6452,10
645,0.6002,10
646,1.0725,10
647,0.6673,10
648,0.6074,10
649,0.7606,10
650,0.6802,10
651,0.7237,10
652,0.7854,10
653,0.7807,10
654,0.7205,10
655,0.6415,10
656,0.7018,10
657,0.751,10
658,0.6685,10
659,0.6949,10
660,0.7645,10
661,0.5738,10
662,0.701,10
663,0.694,10
664,0.6136,10
665,0.5273,10
666,0.6366,10
667,0.6163,10
668,0.7165,10
669,0.6632,10
670,0.6502,10
671,0.7641,10
672,0.656,10
673,0.678,10
674,0.6183,10
675,0.6817,10
676,0.7327,10
677,0.693,10
678,0.5881,10
679,0.6993,10
680,0.7104,10
681,0.935,10
682,0.7497,10
683,0.7113,10
684,0.5501,10
685,0.5494,10
686,0.6582,10
687,0.6554,10
688,0.6879,10
689,0.7384,10
690,0.6567,10
691,0.8206,10
692,0.8658,10
693,0.7853,10
694,0.688,10
695,0.7922,10
696,0.738,10
697,0.683,10
698,0.6603,10
699,0.7028,10
700,0.7045,10
701,0.7071,10
702,0.6456,10
703,0.6571,10
704,0.7159,10
705,0.7793,10
706,0.6651,10
707,0.7831,10
708,0.6924,10
709,0.8101,10
710,0.6191,10
711,0.6465,10
712,0.513,10
713,0.6821,10
714,0.8553,10
715,0.736,10
716,0.6533,10
717,0.7389,10
718,0.7173,10
719,0.6627,10
720,0.6283,10
721,0.7297,10
722,0.7203,10
723,0.6258,10
724,0.7086,10
725,0.8377,10
726,0.8468,10
727,0.9126,10
728,0.7276,10
729,0.6799,10
730,0.696,10
731,0.5139,10
732,0.6698,10
733,0.5378,10
734,0.5717,10
735,0.5455,10
736,1.0286,10
737,0.689,10
738,0.6945,10
739,0.6398,10
740,0.7375,10
741,0.9593,10
742,0.7468,10
743,0.7216,10
744,0.8115,10
745,0.5959,10
746,0.7963,10
747,1.0436,10
748,0.7889,10
749,0.8086,10
750,0.9703,10
751,0.9261,10
752,0.6874,10
753,0.7621,10
754,0.6125,10
755,0.7833,10
756,0.6875,10
757,0.8279,10
758,0.6546,10
759,0.551,10
760,0.6768,10
761,0.6279,10
762,0.6935,10
763,0.6789,10
764,0.7973,10
765,0.7307,10
766,0.6151,10
767,0.8821,10
768,0.6715,10
769,0.9932,10
770,0.7318,10
771,0.7855,10
772,0.7603,10
773,0.8361,10
774,0.706,10
775,0.5952,10
776,0.6256,10
777,0.591,10
778,0.8005,10
779,0.9172,10
780,0.7373,10
781,0.8435,10
782,0.7464,10
783,0.5658,10
784,0.7201,10
785,0.7024,10
786,0.7422,10
787,0.84,10
788,0.8406,10
789,0.6824,10
790,0.7174,10
791,0.7218,10
792,0.7666,10
793,0.6493,10
794,0.8001,10
795,0.8016,10
796,0.8287,10
797,0.9203,10
798,0.7725,10
799,0.6807,10
800,0.9644,10
801,0.8969,10
802,0.8049,10
803,0.6907,10
804,0.7698,10
805,0.7301,10
806,0.936,10
807,0.6285,10
808,0.712,10
809,0.6461,10
810,0.5888,10
811,0.7372,10
812,0.8634,10
813,0.8371,10
814,0.9033,10
815,0.6346,10
816,0.9865,10
817,0.7522,10
818,0.5562,10
819,0.722,10
820,0.7095,10
821,1.2274,10
822,0.6462,10
823,0.6909,10
824,0.8394,10
825,0.6432,10
826,0.6604,10
827,0.6572,10
828,0.6502,10
829,0.6831,10
830,0.6648,10
831,0.8083,10
832,0.6371,10
833,0.6842,10
834,0.6479,10
835,0.6797,10
836,0.8083,10
837,0.846,10
838,0.7793,10
839,0.7456,10
840,0.9116,10
841,1.1928,10
842,0.832,10
843,0.7561,10
844,0.7647,10
845,0.6552,10
846,0.769,10
847,0.6685,10
848,0.7025,10
849,0.5753,10
850,0.6752,10
851,0.7771,10
852,0.6906,10
853,0.7925,10
854,0.8808,10
855,1.6925,10
856,0.6812,10
857,0.6524,10
858,0.754,10
859,0.6434,10
860,0.913,10
861,0.7954,10
862,1.2887,10
863,1.6207,10
864,0.5376,10
865,0.6745,10
866,0.6946,10
867,0.6271,10
868,0.6119,10
869,0.6014,10
870,0.6402,10
871,1.7757,10
872,0.7302,10
873,1.6513,10
874,0.7629,10
875,0.831,10
876,0.7776,10
877,0.7448,10
878,1.3913,10
879,1.6247,10
880,0.7943,10
881,0.6381,10
882,0.5891,10
883,0.7653,10
884,0.5577,10
885,0.6616,10
886,0.8168,10
887,1.5907,10
888,0.5518,10
889,0.677,10
890,0.7562,10
891,0.6488,10
892,2.0228,10
893,0.8618,10
894,2.2941,10
895,0.4669,10
896,0.7504,10
897,0.6546,10
898,0.5852,10
899,0.7053,10
900,0.6895,10
901,1.9577,10
902,0.5449,10
903,0.6209,10
904,0.5983,10
905,0.6385,10
906,0.6484,10
907,0.7163,10
908,0.5611,10
909,0.6913,10
910,0.6929,10
911,1.7066,10
912,0.661,10
913,0.701,10
914,0.7437,10
915,1.0766,10
916,0.6988,10
917,0.8143,10
918,0.8995,10
919,1.7186,10
920,0.5801,10
921,0.6105,10
922,0.7215,10
923,0.6009,10
924,0.6821,10
925,0.8044,10
926,0.6457,10
927,1.1137,10
928,1.7654,10
929,1.6967,10
930,0.5548,10
931,1.1474,10
932,0.9417,10
933,2.2018,10
934,0.5391,10
935,0.6066,10
936,0.6843,10
937,0.5924,10
938,0.675,10
939,0.8304,10
940,0.6907,10
941,0.5694,10
942,1.8498,10
943,0.5738,10
944,0.6186,10
945,0.6945,10
946,0.6886,10
947,0.6063,10
948,2.1996,10
949,1.7762,10
950,0.6317,10
951,0.712,10
952,0.614,10
953,0.7433,10
954,0.6157,10
955,0.5908,10
956,0.632,10
957,0.6754,10
958,1.7262,10
959,0.4935,10
960,0.6165,10
961,0.577,10
962,0.7389,10
963,0.6118,10
964,0.7749,10
965,0.6834,10
966,0.7192,10
967,1.2185,10
968,1.9231,10
969,0.6458,10
970,0.6756,10
971,0.7904,10
972,0.707,10
973,0.7818,10
974,0.6112,10
975,1.8354,10
976,0.6887,10
977,0.6594,10
978,0.6276,10
979,0.7158,10
980,0.6359,10
981,0.7433,10
982,0.7425,10
983,0.6666,10
984,1.1986,10
985,1.015,10
986,1.6265,10
987,0.68,10
988,0.7158,10
989,0.7656,10
990,0.8162,10
991,1.9525,10
992,0.6999,10
993,0.5755,10
994,0.6457,10
995,0.691,10
996,0.6378,10
997,0.657,10
998,0.6662,10
999,1.8375,10
1000,0.492,10
1001,0.9001,10
1002,0.6963,10
1003,0.623,10
1004,0.6668,10
1005,0.497,10
1006,1.6293,10
1007,0.6965,10
1008,0.8114,10
1009,0.7317,10
1010,0.7353,10
1011,0.7018,10
1012,0.6733,10
1013,0.685,10
1014,0.7208,10
1015,0.6281,10
1016,0.5988,10
1017,0.746,10
1018,0.5901,10
1019,0.5723,10
1020,0.7273,10
1021,0.5777,10
1022,0.6688,10
1023,0.6051,10
1024,0.7523,10
1025,0.7321,10
1026,0.7034,10
1027,0.695,10
1028,0.4441,10
1029,0.6004,10
1030,0.7524,10
1031,0.6606,10
1032,0.9897,10
1033,0.7323,10
1034,0.7843,10
1035,0.644,10
1036,0.6977,10
1037,0.5752,10
1038,0.6759,10
1039,0.6228,10
1040,0.6668,10
1041,0.6218,10
1042,0.5334,10
1043,0.5706,10
1044,0.5807,10
1045,0.6813,10
1046,0.633,10
1047,0.852,10
1048,0.6704,10
1049,0.7426,10
1050,0.6961,10
1051,0.659,10
1052,0.6742,10
1053,0.6623,10
1054,0.6298,10
1055,0.5898,10
1056,0.765,10
1057,1.0851,10
1058,0.7007,10
1059,0.8125,10
1060,0.7774,10
1061,0.7573,10
1062,0.7181,10
1063,0.5191,10
1064,0.7449,10
1065,0.6301,10
1066,0.612,10
1067,0.6693,10
1068,0.5849,10
1069,0.8263,10
1070,0.7377,10
1071,0.7245,10
1072,0.7277,10
1073,0.5253,10
1074,0.6027,10
1075,0.7744,10
1076,0.6672,10
1077,0.577,10
1078,0.7165,10
1079,0.797,10
1080,0.699,10
1081,0.7036,10
1082,0.8901,10
1083,0.9014,10
1084,0.8349,10
1085,0.6426,10
1086,0.5577,10
1087,0.656,10
1088,0.7243,10
1089,0.6406,10
1090,0.672,10
1091,0.8469,10
1092,0.6509,10
1093,0.7068,10
1094,0.6482,10
1095,0.6744,10
1096,0.6893,10
1097,0.6583,10
1098,0.6284,10
1099,0.7335,10
1100,0.635,10
1101,0.7567,10
1102,0.6804,10
1103,0.7549,10
1104,0.7423,10
1105,0.6935,10
1106,0.7921,10
1107,0.9701,10
1108,0.7745,10
1109,0.8113,10
1110,0.8077,10
1111,0.7192,10
1112,0.6741,10
1113,0.6934,10
1114,0.613,10
1115,0.6711,10
1116,0.7094,10
1117,0.7028,10
1118,0.5824,10
1119,0.6698,10
1120,0.6732,10
1121,0.6675,10
1122,0.7422,10
1123,0.5149,10
1124,0.7467,10
1125,0.6295,10
1126,0.9314,10
1127,0.6236,10
1128,0.6088,10
1129,0.8803,10
1130,0.7445,10
1131,0.589,10
1132,0.5938,10
1133,0.6686,10
1134,0.5855,10
1135,0.6667,10
1136,0.835,10
1137,0.6789,10
1138,0.7067,10
1139,0.6909,10
1140,0.7345,10
1141,0.7087,10
1142,0.7111,10
1143,0.6935,10
1144,0.6366,10
1145,0.6674,10
1146,0.6477,10
1147,0.772,10
1148,0.7481,10
1149,0.9105,10
1150,0.7321,10
1151,0.646,10
1152,0.7096,10
1153,0.857,10
1154,0.7635,10
1155,0.7053,10
1156,0.6679,10
1157,0.8841,10
1158,0.6704,10
1159,0.6469,10
1160,0.7575,10
1161,0.7331,10
1162,0.659,10
1163,0.7431,10
1164,0.6561,10
1165,0.736,10
1166,0.6171,10
1167,0.7211,10
1168,0.6422,10
1169,0.6482,10
1170,0.804,10
1171,0.7397,10
1172,0.8045,10
1173,0.7072,10
1174,0.7337,10
1175,0.6982,10
1176,0.6352,10
1177,0.6372,10
1178,0.6097,10
1179,0.9848,10
1180,0.6435,10
1181,0.5509,10
1182,0.7125,10
1183,0.6825,10
1184,0.7152,10
1185,0.6651,10
1186,0.651,10
1187,0.5937,10
1188,0.6661,10
1189,0.6189,10
1190,0.7058,10
1191,0.6154,10
1192,0.812,10
1193,0.6764,10
1194,0.7535,10
1195,0.8242,10
1196,0.7397,10
1197,0.7873,10
1198,0.7231,10
1199,0.7759,10
1200,0.7654,10
1201,0.626,10
1202,0.8922,10
1203,0.6692,10
1204,0.766,10
1205,0.6901,10
1206,0.8428,10
1207,0.7129,10
1208,0.6362,10
1209,0.664,10
1210,0.7595,10
1211,0.6747,10
1212,0.6066,10
1213,0.6507,10
1214,1.1122,10
1215,0.693,10
1216,0.5495,10
1217,0.673,10
1218,0.7442,10
1219,0.8409,10
1220,0.767,10
1221,0.6633,10
1222,0.8528,10
1223,0.6098,10
1224,0.8907,10
1225,0.7305,10
1226,0.6372,10
1227,0.7056,10
1228,0.6862,10
1229,0.5999,10
1230,0.7091,10
1231,0.6128,10
1232,0.628,10
1233,0.6542,10
1234,0.6155,10
1235,0.7158,10
1236,0.5991,10
1237,0.6621,10
1238,0.7499,10
1239,0.828,10
1240,0.7466,10
1241,1.5168,10
1242,0.7381,10
1243,0.823,10
1244,0.6779,10
1245,1.1431,10
1246,0.6021,10
1247,0.5747,10
1248,0.605,10
1249,0.6492,10
1250,0.6276,10
1251,0.6344,10
1252,0.6874,10
1253,0.5598,10
1254,0.6399,10
1255,0.5754,10
1256,0.5901,10
1257,0.5945,10
1258,0.6098,10
1259,0.6063,10
1260,0.6058,10
1261,0.7103,10
1262,0.6966,10
1263,0.5675,10
1264,0.5462,10
1265,0.7638,10
1266,0.6905,10
1267,1.037,10
1268,1.2755,10
1269,0.8883,10
1270,0.6921,10
1271,0.7461,10
1272,0.6693,10
1273,0.7523,10
1274,0.6033,10
1275,0.6976,10
1276,0.7,10
1277,0.7077,10
1278,0.6651,10
1279,0.6492,10
1280,0.6394,10
1281,0.6957,10
1282,0.5365,10
1283,0.7065,10
1284,0.7213,10
1285,0.7494,10
1286,0.735,10
1287,0.6496,10
1288,0.5906,10
1289,1.0232,10
1290,0.6907,10
1291,0.6873,10
1292,0.8901,10
1293,0.7887,10
1294,0.7107,10
1295,0.7455,10
1296,0.6859,10
1297,0.6746,10
1298,0.6463,10
1299,0.6553,10
1300,0.7074,10
1301,0.6631,10
1302,0.5856,10
1303,0.5965,10
1304,0.6705,10
1305,0.6595,10
1306,0.6789,10
1307,0.4428,10
1308,0.6925,10
1309,0.5556,10
1310,0.7329,10
1311,0.8706,10
1312,0.7436,10
1313,0.9253,10
1314,0.7611,10
1315,1.0036,10
1316,0.7728,10
1317,0.6093,10
1318,0.6962,10
1319,0.6879,10
1320,0.6794,10
1321,0.7027,10
1322,0.7064,10
1323,0.7901,10
1324,0.6529,10
1325,0.7074,10
1326,0.6201,10
1327,0.6693,10
1328,0.6383,10
1329,0.736,10
1330,0.6882,10
1331,0.8089,10
1332,0.6382,10
1333,0.7132,10
1334,0.6754,10
1335,0.8133,10
1336,0.7447,10
1337,0.72,10
1338,0.6175,10
1339,0.7504,10
1340,0.6235,10
1341,0.6824,10
1342,0.6138,10
1343,0.7288,10
1344,0.6454,10
1345,0.6888,10
1346,0.6777,10
1347,3.0768,10
1348,1.1401,10
